Freq,Z
36982.817978026585,43.801654621433975
37670.37989839093,43.0304366404929
38370.724549227845,42.273820223836246
39084.08957924025,41.53154862800236
39810.71705534969,40.803369977173666
40550.853544838435,40.089037177706125
41304.7501990161,39.388307834283935
42072.66283844446,38.70094416766603
42854.85203974392,38.02671293400143
43651.58322401666,37.36538534568112
44463.126746910835,36.71673699370451
45289.75799036214,36.08054777152933
46131.75745603791,35.456601800383766
46989.41086052151,34.84468735601104
47863.0092322638,34.244596796825554
48752.8490103386,33.65612649345329
49659.23214503358,33.07907675963416
50582.46620031138,32.51325178446215
51522.864458175616,31.958459565940682
52480.74602497723,31.414511845830354
53456.435939697134,30.881224045767038
54450.26528424209,30.35841520462874
55462.571295791044,29.845907917129836
56493.69748123022,29.343528273621985
57543.993733715666,28.85110580108114
58613.81645140285,28.368473405260787
59703.52865838366,27.89546731399167
60813.50012787176,27.43192702160875
61944.10750767812,26.977695234486752
63095.7344480193,26.532617817665447
64268.77173170194,26.09654374254693
65463.61740672747,25.669325035646906
66680.67692136219,25.250816728382677
67920.36326171843,24.84087680788084
69183.09709189362,24.439366168787828
70469.30689671467,24.04614856606723
71779.42912713616,23.661090568767555
73113.90834834172,23.284061514744987
74473.19739059889,22.91493346632566
75857.75750291836,22.55358116689242
77268.05850957021,22.19988199838138
78704.57896950985,21.853715939673766
80167.8063387679,21.51496552586907
81658.23713585922,21.18351580842552
83176.37711026709,20.859254316154487
84722.74141405964,20.542071017055502
86297.85477669702,20.231858280979004
87902.25168308843,19.928510843104057
89536.47655495937,19.63192576821874
91201.08393559097,19.34200241579103
92896.63867799363,19.05864240581834
94623.7161365793,18.78174958544413
96382.90236239706,18.51122999633025
98174.79430199844,18.246991842773962
100000.0,17.9889454605588
101859.1388054117,17.73700328652872
103752.84158180126,17.491079828875197
105681.75092136585,17.251091638127196
107646.52136298349,17.01695727883418
109647.8196143185,16.788597301932533
111686.32477805612,16.565934217786
113762.7285823431,16.348892469891084
115877.73561551262,16.13739840923834
118032.06356517298,15.931380269321005
120226.4434617413,15.730768141782377
122461.61992650489,15.535493952693738
124738.35142429432,15.34549143945476
127057.41052085419,15.160696128308546
129419.58414499863,14.981045312463674
131825.67385564075,14.80647803081584
134276.49611378642,14.636935047261863
136772.88255958495,14.472358830599024
139315.68029453035,14.312693535002952
141905.75216890927,14.157884981077393
144543.9770745928,14.00788063746947
147231.25024327193,13.862629603044141
149968.4835502374,13.72208258961188
152756.60582380733,13.58619190520366
155596.5631605075,13.454911437887581
158489.3192461114,13.328196640121657
161435.8556826487,13.20600451363746
164437.17232149324,13.08829359484946
167494.2876026438,12.97502394078516
170608.23890031243,12.866157115531172
173780.08287493762,12.761656177190755
177010.8958317422,12.661485665348254
180301.774085957,12.565611589036294
183653.83433483474,12.474001415201585
187068.21403658015,12.386624057665436
190546.07179632483,12.303449866575264
194088.58775927793,12.22445061834347
197696.9640111862,12.149599506070295
201372.42498623894,12.078871130447418
205116.21788255626,12.012241491139172
208929.6130854041,11.949687978638465
212813.9045982709,11.891189366594741
216770.41048196962,11.83672580461111
220800.4733018897,11.786278811508613
224905.46058357827,11.739831269054871
229086.765276777,11.69736741615544
233345.80622810044,11.658872843505478
237684.02866248734,11.624334488700324
242102.904673618,11.593740631802923
246603.9337234336,11.567080891366974
251188.6431509582,11.544346220914102
255858.58869056427,11.525528905864174
260615.35499988977,11.510622560917458
265460.55619755364,11.499622127887914
270395.8364108846,11.492523873986784
275422.87033381633,11.48932539055595
280543.3637951716,11.490025592250593
285759.05433749437,11.494624716670906
291071.7118066608,11.503124324442716
296483.13895243395,11.515527299747063
301995.1720402019,11.531837851298878
307609.6814740705,11.55206151377513
313328.57243155886,11.576205149692942
319153.7855100758,11.604276951738214
325087.29738543474,11.636286445545693
331131.1214825908,11.67224449293128
337287.30865886924,11.712163295577838
343557.9478998743,11.756056399175524
349945.1670283577,11.80393869801835
356451.1334262439,11.855826440058188
363078.05477010173,11.9117372324183
369828.1797802659,11.971690047367892
376703.7989839093,12.035705228760076
383707.2454922784,12.10380449893509
390840.8957924025,12.176010966091454
398107.1705534969,12.252349132127197
405508.53544838435,12.332844900954225
413047.501990161,12.4175255872882
420726.62838444463,12.50641992591741
428548.5203974392,12.599558081453223
436515.83224016655,12.696971658566039
444631.2674691084,12.79869371270957
452897.57990362134,12.90475876133775
461317.5745603791,13.015202795617409
469894.1086052161,13.130063292641376
478630.092322638,13.249379228145427
487528.490103387,13.373191089734167
496592.3214503358,13.501540890619523
505824.66200311476,13.634472183877344
515228.64458175615,13.772030077226095
524807.4602497733,13.914261248333538
534564.3593969714,14.061213960655671
544502.652842422,14.212938079814277
554625.7129579105,14.369485090517609
564936.9748123034,14.530908114031021
575439.9373371566,14.697261926202398
586138.1645140296,14.868602976049582
597035.2865838367,15.044989404914975
608135.0012787188,15.22648106619502
619441.0750767812,15.413139545650003
630957.3444801943,15.605028182302323
642687.7173170194,15.802212089929082
654636.1740672747,16.004758179157516
666806.7692136219,16.212735180169616
679203.6326171843,16.426213666024523
691830.9709189363,16.645266076606145
704693.0689671467,16.869966743204238
717794.2912713615,17.100391913737354
731139.0834834173,17.33661977862612
744731.9739059889,17.578730497325648
758577.5750291835,17.82680622552617
772680.5850957021,18.080931143031002
787045.7896950984,18.341191482321346
801678.0633876789,18.607675557817686
816582.3713585923,18.880473795847585
831763.7711026708,19.159678765330174
847227.4141405963,19.44538520918764
862978.5477669702,19.73769007649446
879022.5168308843,20.036692555375204
895364.7655495937,20.34249410666221
912010.8393559096,20.65519849832432
928966.3867799363,20.974911840678647
946237.161365793,21.301742622397054
963829.0236239705,21.635801747319746
981747.9430199844,21.977202572088405
1000000.0,22.326060944611587
1018591.388054117,22.682495243375563
1037528.4158180127,23.046626417613766
1056817.5092136585,23.41857802834867
1076465.213629835,23.79847629031986
1096478.196143185,24.186450114812615
1116863.2477805612,24.582631153401536
1137627.2858234309,24.98715384262397
1158777.3561551261,25.400155449598557
1180320.6356517298,25.821776118604205
1202264.4346174132,26.252158918635377
1224616.1992650488,26.691449891949887
1247383.5142429431,27.13979810362556
1270574.105208542,27.597355692142624
1294195.8414499862,28.064277921009058
1318256.7385564074,28.540723231446307
1342764.9611378643,29.026853296153313
1367728.8255958494,29.52283307416708
1393156.8029453035,30.028830866838426
1419057.5216890925,30.545018374941815
1445439.770745928,31.071570756938826
1472312.5024327193,31.608666688414804
1499684.835502374,32.15648842270906
1527566.0582380733,32.715221852759136
1555965.631605075,33.28505657417996
1584893.1924611141,33.86618594959963
1614358.556826487,34.458807174273296
1644371.7232149323,35.063121342997654
1674942.876026438,35.67933351834867
1706082.3890031243,36.3076528002657
1737800.8287493763,36.94829239700554
1770108.958317422,37.60146969749066
1803017.74085957,38.26740634507602
1836538.3433483473,38.946328312759526
1870682.1403658015,39.6384659798617
1905460.7179632483,40.344054210200554
1940885.8775927792,41.063332431788155
1976969.640111862,41.796544718076014
2013724.2498623894,42.54393987077678
2051162.1788255668,43.305771504290405
2089296.1308540408,44.082298131763366
2128139.0459827133,44.87378325281023
2167704.1048196964,45.68049544292727
2208004.733018897,46.50270844462834
2249054.605835783,47.340701260334725
2290867.65276777,48.1947582470483
2333458.0622810046,49.065169212844104
2376840.2866248735,49.95222951520966
2421029.04673618,50.85624016127056
2466039.337234336,51.77750790992995
2511886.4315095823,52.716345375962916
2558585.8869056427,53.673071136094784
2606153.5499988976,54.648009837105796
2654605.5619755364,55.641492305992124
2703958.364108846,56.65385566222744
2754228.7033381634,57.68544343215641
2805433.6379517163,58.736605665565435
2857590.5433749435,59.807699054463775
2910717.118066608,60.899087054122056
2964831.389524339,62.011140006401966
3019951.720402019,63.14423526542672
3076096.814740705,64.29875732562716
3133285.724315589,65.47509795221454
3191537.8551007584,66.67365631411667
3250872.973854347,67.8948391194304
3311311.2148259077,69.1390607534282
3372873.0865886924,70.40674341917408
3435579.478998743,71.69831728078807
3499451.6702835765,73.01422060941653
3564511.334262439,74.35489993194872
3630780.5477010175,75.72081018253985
3698281.7978026588,77.11241485698173
3767037.989839093,78.53018616998388
3837072.4549227846,79.97460521540815
3908408.957924025,81.44616212952133
3981071.7055349695,82.945356257311
4055085.3544838433,84.47269632193155
4130475.0199016104,86.02870059732689
4207266.283844446,87.61389708409979
4285485.203974392,89.22882368867612
4365158.322401665,90.87402840583589
4446312.674691084,92.55006950466213
4528975.799036213,94.25751571798192
4613175.7456037905,95.99694643535206
4698941.086052161,97.76895189966692
4786300.923226381,99.57413340744327
4875284.90103387,101.41310351286188
4965923.214503358,103.28648623562303
5058246.620031148,105.19491727269912
5152286.445817562,107.13904421404288
5248074.602497734,109.11952676233844
5345643.593969714,111.13703695685524
5445026.52842422,113.19225940149553
5546257.1295791045,115.28589149709798
5649369.748123034,117.41864367809139
5754399.373371567,119.5912396535631
5861381.645140297,121.80441665284005
5970352.865838366,124.05892567564959
6081350.012787188,126.355531746961
6194410.750767812,128.6950141765783
6309573.444801942,131.07816682358808
6426877.173170194,133.50579836573684
6546361.740672761,135.9787325738443
6668067.692136219,138.49780859133048
6792036.326171857,141.06388121896717
6918309.709189363,143.67782120493422
7046930.689671467,146.34051554029557
7177942.912713615,149.05286775997976
7311390.834834172,151.81579824937882
7447319.739059889,154.6302445566634
7585775.7502918355,157.49716171092192
7726805.850957021,160.41752254623174
7870457.896950984,163.39231803177182
8016780.633876789,166.42255760808953
8165823.7135859225,169.5092695296351
8317637.711026709,172.6535012136803
8472274.141405962,175.85631959573968
8629785.477669701,179.11881149161496
8790225.168308843,182.4420839661855
8953647.655495938,185.82726470906954
9120108.393559096,189.2755024172846
9289663.867799362,192.787967185036
9462371.613657929,196.36585090076613
9638290.236239705,200.0103676515992
9817479.430199845,203.72275413531892
10000000.0,207.50427008001827
